,class,sms
4607,ham,"oh ... haha ... den shld went today ... gee , nvm la ... kaiez , dun mind goin jazz oso ... scared hiphop open cant catch ..."
4608,ham,running managed 5 minute needed oxygen ! might resort roller option !
4609,ham,live next number min
4610,ham,de asking like .
4611,ham,glad talking .
4612,ham,wat time u finish ?
4613,ham,sorry da . gone mad many pending work .
4614,ham,much got cleaning
4615,ham,hows favourite person today ? r u workin hard ? could n't sleep last nite nearly rang u 4.30
4616,spam,sunshine quiz ! win super sony dvd recorder canname capital australia ? text mquiz 82277 . b
4617,ham,u called dad oredi ...
4618,ham,good . think could send pix ? would love see top bottom ...
4619,ham,nvm ... 'm going wear sport shoe anyway ... 'm going late leh .
4620,ham,"sorry , 'll call later meeting ."
4621,ham,long fuckin showr
4622,ham,"received , understood n acted upon !"
4623,ham,finally came fix ceiling .
4624,ham,u need presnts always bcz u cant mi love . `` jeevithathile irulinae neekunna prakasamanu sneham '' prakasam ennal prabha 'That mn prabha is'LOVE ' got . dont mi ....
4625,ham,jus finish blowing hair . u finish dinner already ?
4626,ham,'m bus . love
4627,ham,lol ... knew .... saw dollar store
4629,spam,today voda number ending 7634 selected receive £350 reward . match please call 08712300220 quoting claim code 7684 standard rate apply .
4630,ham,saturday sunday holiday difficultemoticon
4631,ham,everybody fun evening . miss .
4632,ham,"got hella gas money , want go grand nature adventure galileo little bit ?"
4634,ham,oh wow thats gay . firmware update help
4635,ham,wo n't . move morphine
4636,ham,come din c u ... yup cut hair ...
4637,ham,k k pa lunch aha .
4639,ham,captain vijaykanth comedy captain tv .. drunken emoticon
4640,ham,course . guess god 's got hold right .
4641,ham,hide anythiing keeping distance
4642,ham,havent .
4643,spam,ripped ! get mobile content url call 08717509990 poly/true/Pix/Ringtones/Games six downloads 3
4644,ham,sorry din lock keypad .
4646,ham,planning come chennai ?
4647,spam,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705
4648,ham,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand .. plz dont ask created much gap leg ! ! !
4649,ham,okay . going sleep . later
4651,ham,finally ha happened .. ! aftr decade .. ! beer cheaper petrol ! goverment expects u emoticonrink '' . . . n't emoticonrive ``
4652,spam,£400 xmas reward waiting ! computer ha randomly picked loyal mobile customer receive £400 reward . call 09066380611
4653,ham,r e meeting tmr ?
4654,ham,lol yes . add spice day .
4656,ham,prasanth ettans mother passed away last night . pray family .
4657,ham,"k , 'll work something"
4658,spam,private ! 2003 account statement show 800 un-redeemed S. I. M. point . call 08718738002 identifier code : 48922 expires 21/11/04
4659,ham,message great doctor indiaemoticon : 1 ) drink appy fizz . contains cancer causing age
4661,ham,call tell infront . call .
4662,ham,ok prob ...
4663,ham,lady first genus second k .
4664,ham,. yes please . swimming ?
4665,ham,mum going robinson already .
4666,ham,ok set let u noe e detail later ...
4667,ham,.. tel software name ..
4668,ham,send print da .
4669,ham,im realy soz imat mum 2nite 2moro
4670,ham,"wa born , god said , `` oh ! another idiot '' . born , god said , `` oh ! competition '' . knew , one day two become freinds forever !"
4671,ham,"didnt get ur full msg .. sometext missing , send"
4672,ham,"probably , 'm almost gas get cash tomorrow"
4673,spam,"customer service announcement . recently tried make delivery unable , please call 07099833605 re-schedule . Ref:9280114"
4674,ham,forgot 2 ask u smth .. 's card da present lei ... ? u want 2 write smth sign ?
4675,ham,'m leaving house .
4676,spam,"hi babe chloe , r u ? wa smashed saturday night , wa great ! wa weekend ? u missing ? sp url text stop stop 150p/text"
4677,ham,u ready call ...
4678,ham,wewa 130 . iriver 255 . 128 mb .
4679,ham,good thing 'm getting connection bw
4680,ham,sry da .. jst nw came home ..
4681,ham,"'s cool 'll night , lem know 're around"
4682,ham,staying town ?
4683,ham,"haha yeah , 2 oz kind shitload"
4684,ham,ok u take shopping u get paid emoticon
4686,ham,"alright 'll bring , see like number min"
4687,ham,pls dont play others life .
4688,ham,eatin lunch ...
4689,ham,url give one day ..
4690,ham,"n't try , g decided head"
4691,ham,ok prob
4692,ham,surly ill give youemoticon coming review .
4693,ham,"march ending , ready . call sure . problem capital never complete . far . 's work lady"
4695,ham,pls give food preferably pap slowly load sugar . take hour give . water . slowly .
4696,spam,"urgent ! mobile 07808726822 wa awarded £2,000 bonus caller prize 02/09/03 ! 2nd attempt contact ! call 0871-872-9758 box95qu"
4697,ham,guy get used dumb realize .
4698,ham,"okey dokey , 'll bit sorting stuff ."
4700,ham,yes fine
4702,ham,liked new mobile
4703,ham,anytime ...
4704,ham,mmmmmmm * snuggle * ... * deep contented sigh * ... * whisper * ... fucking love much barely stand ...
4705,ham,yar say got error .
4706,ham,hey anyway emoticon
4707,ham,wow healthy . old airport rd lor . cant thk anything else . 'll b bathing dog later .
4708,ham,wif family booking tour package .
4709,ham,"say bold , torch later . one torch 2bold ?"
4710,ham,"haha awesome , might need take , doin tonight ?"
4711,ham,ya knw u vl giv .. ok thanks kano .. anyway enjoy wit ur family wit 1st salary .. emoticonemoticon
4712,ham,huh slow tot u reach long ago liao ... u 2 day 4 leh ...
4713,ham,thats cool princess ! cover face hot sticky cum emoticon
4714,ham,big brother 's really scraped barrel shower social misfit
4715,ham,oops thk dun haf enuff ... go check tell u ..
4716,ham,semoticon8 min go lunchemoticon
4717,ham,"hey . happened ? u switch ur cell whole day . isnt good . u care , give call tomorrow ."
4718,ham,"k , addie art 'll get home"
4720,ham,"aiyo ... lesson early ... 'm still sleepin , haha ... okie , u go home liao den confirm w lor ..."
4721,ham,forgot tell u smth .. u like number section 's clearer ..
4722,ham,"yup . anything lor , u dun wan 's ok ..."
4723,ham,"'m home , love ... still awake ... * loving kiss *"
4724,ham,hello peach ! cake tasts lush !
4725,spam,"free game . get rayman golf 4 free o2 game arcade . 1st get ur game setting . reply post , save activ8 . press 0 key arcade . termsapply"
4726,ham,"'ll minor shindig place later tonight , interested ?"
4727,ham,jason say 's cool pick place like hour
4728,spam,"mobile 10 mths ? update latest Camera/Video phone free . keep ur number , get extra free mins/texts . text yes call"
4729,ham,( career tel ) added u contact url send free sm . remove phonebook - sm number
4730,ham,'ve reached already .
4731,ham,dont know ask brother . nothing problem thing . told .
4732,ham,kemoticoneng rocking ashesemoticon
4733,ham,wat time r u going xin 's hostel ?
4734,ham,good morning dear shijutta ........... great successful day .
4736,ham,oh kemoticonafter placement ah ?
4737,ham,"possession , especially first offense"
4738,ham,"nt driving even many reason called bbd .. thts chikku , hw abt dvg cold .. heard tht vinobanagar violence hw condition .. hw ru ? problem ?"
4739,ham,bought test yesterday . something let know exact day u url get 2u 2 3wks . pls pls dont fret . know u r worried . pls relax . also anything ur past history u need tell ?
4740,ham,pizza u want
4741,ham,keep seeing weird shit bein `` woah '' realising 's actually reasonable 'm `` oh ''
4742,ham,many happy return day . wish happy birthday .
4745,ham,`` thinking u emoticon x ''
4747,ham,orh tot u say still dun believe .
4748,ham,"put + sign , choose number pin show . right ?"
4749,ham,beauty life next second .. hide thousand secret . wish every second wonderful ur life ... ! ! gud n8
4750,ham,thanx u darlin ! im cool thanx . bday drink 2 nite . 2morrow ! take care c u url
4751,ham,"'re still , maybe leave credit card get gas get back like told"
4752,spam,weekly Cool-Mob tone ready download ! week new tone include : 1 ) crazy Frog-AXEL f > > > 2 ) Akon-Lonely > > > 3 ) black eyedemoticonont p > > > info n
4753,ham,well boy glad g wasted night applebees nothing
4754,spam,url ( get lot cash weekend ! ) URL.uk dear welcome weekend got biggest best ever cash give away ! ! ..
4755,ham,ok lor ... u wan go look 4 u ?
4756,ham,u wan 2 haf lunch 'm da canteen .
4757,ham,n't make life stressfull .. always find time laugh .. may add year life ! surely add life ur year ! ! gud ni8 .. swt dream ..
4758,ham,"hey , look like wa wrong one kappa guy number still phone , want text see 's around"
4760,spam,thanks 4 continued support question week enter u in2 draw 4 £100 cash . name new u president ? txt 80082
4761,ham,'m home . doc gave pain med say everything fine .
4762,ham,'s e $ 140 ard ... e rest ard $ 180 least ... e price 4 e 2 bedrm ( $ 900 )
4763,ham,! lovely night xxx
4764,ham,prepare pleasured emoticon
4765,ham,url url assistance u customer call emailemoticon
4766,ham,text way cup stop work . bus
4767,ham,whens radio show ?
4768,spam,unique user id 1172 . removal send stop 87239 customer service 08708034412
4769,ham,'m sure still available though
4770,ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory ! feeling ..
4771,ham,cheer lou ! yeah wa goodnite shame u neva came ! c ya gailxx
4772,ham,hi .. got money daemoticon
4774,ham,ok u tell wat time u coming later lor .
4775,ham,u repeat e instruction . wat 's e road name ur house ?
4777,ham,quite lor . dun tell wait get complacent ...
4778,ham,sorry completely forgot * pop em round week still ?
4779,ham,u r beautiful girl ive ever seen . u r baby come c common room
4780,ham,cant see join denis mina ? doe denis want alone time
4781,ham,sen told going join uncle finance cbe
4782,ham,yup ... hey one day fri ask miwa jiayin take leave go karaoke
4783,ham,"call , senthil hsbc ."
4784,ham,"especially since talk boston personal statement , lol ! woulda changed realized said nyc ! say boston ."
4785,ham,indeed way wa either - !
4786,spam,"urgent -call 09066649731from landline . complimentary 4 * ibiza holiday £10,000 cash await collection sae tandcs po box 434 sk3 8wp 150ppm 18+"
4787,ham,holy living christ taking long
4788,ham,u thk wat eat tonight .
4789,ham,"thanx . yup coming back sun . finish dinner going back 2 hotel . time fly , 're tog 4 exactly mth today . hope 'll haf many mths come ..."
4790,ham,'re opposite side dropped
4791,ham,yup . izzit still raining heavily co 'm e mrt ca n't c outside .
4792,ham,send resumeemoticon
4793,ham,gd luck 4 ur exam emoticon
4794,ham,u ask next sat . make 'm ok lor .
4795,ham,sorry wa uncle . I.ll keep touch
4796,ham,saw guy doll last night patrick swayze wa great
4797,spam,urgent 2nd attempt contact u . £900 prize yesterday still awaiting collection . claim call 09061702893
4798,spam,santa calling ! would little one like call santa xmas eve ? call 09077818151 book time . Calls1.50ppm last 3mins 30 tandc url
4799,ham,come home . n't want u miserable
4800,ham,dont know she.s getting message
4801,ham,"cool tyler take 're gon na buy drop place later tonight . total order quarter , got enough ?"
4802,ham,"guy car shop wa flirting got phone number paperwork called texted . 'm nervous course may address . call bos tell , knowing may get fired ?"
4804,ham,plan manage
4805,ham,"er , hello , thing n't quite go plan - limping slowly home followed aa exhaust hanging"
4806,ham,sorry delay . yes master
4807,ham,call u finish come n pick u .
4808,spam,private ! 2004 account statement 078498 * * * * 7 show 786 unredeemed bonus point . claim call 08719180219 identifier code : 45239 expires url
4809,ham,'s oga . left phone home saw ur message . hope good . great weekend .
4810,ham,"n't worry though , understand important put place poorly thought punishment face worst thing ha ever happened . brb gon na go kill"
4811,ham,"honey , pls find much sell predicte nigeria . many time used . important reply monday"
4812,ham,e admin building ? might b slightly earlier ... 'll call u 'm reaching ...
4813,ham,"fyi 'm usf , swing room whenever"
4814,ham,call number min thats ok
4816,ham,u home work meh ...
4817,ham,anything valuable 2 situation : First- getting ... Second- loosing ...
4818,ham,. mark taking forever pick prescription pain coming back .
4819,ham,'s ur paper ?
4820,ham,got smaller capacity one ? quite ex ...
4821,spam,check choose babe video @ url fgkslpopw fgkslpo
4822,ham,im good ! thinking ...
4823,spam,u r winner u ave specially selected 2 receive £1000 cash 4 * holiday ( flight inc ) speak live operator 2 claim 0871277810710p/min ( 18 )
4824,ham,emoticon emoticon
4825,ham,thought bout ... || drink tap spile seven . || pub gas st broad st canal . || ok ?
4826,ham,going sleep . tired travel .
4827,ham,"haha , wa thinkin"
4828,ham,yup 's giving problem mayb 'll jus leave ...
4829,ham,lol . trying make day little interesting
4830,ham,"long get reply , defer admission til next semester"
4831,ham,word `` checkmate '' chess come persian phrase `` shah maat '' mean ; `` king dead .. '' goodmorning .. good day .. emoticon
4832,ham,po de emoticonemoticonemoticonemoticonemoticon . need job aha .
4833,ham,rat . hey u ever vote next theme ?
4834,spam,"new mobile 2004 , must go ! txt : nokia : 89545 collect today ! £1 . www.4-URL 2optout 087187262701.50gbp/mtmsg18 txtauction ."
